LatLong,nearest MRT,Count,travel time to RP in minutes
"1.32919868667839,103.937343347878",Bedok Reservoir,8,45
"1.3327387082677,103.910911917656",Kaki Bukit,13,37
"1.32248962296588,103.933405282585",Bedok,22,40
"1.33046461779259,103.92813426172",Bedok,21,40
"1.33186656511661,103.929960229584",Bedok Reservoir,7,41
"1.33498400074179,103.912760136664",Kaki Bukit,12,39
"1.33182713238417,103.914991045591",Bedok North,36,40
"1.33122228560871,103.913799878266",Bedok North,14,42
"1.3314132488271,103.908688936549",Kaki Bukit,14,40
"1.33764156135414,103.918906218067",Bedok North,21,41
"1.32929126082802,103.931090689284",Bedok,20,35
"1.32810291260758,103.932938099482",Bedok,12,35
"1.32569266983592,103.934602365058",Bedok,19,36
"1.32190663617287,103.939847213862",Tanah Merah,22,46
"1.32105071817917,103.94080318215",Tanah Merah,17,44
"1.33343986568321,103.913410939199",Kaki Bukit,12,44
"1.32950152189669,103.909381688756",Kaki Bukit,18,43
"1.3211155478057,103.941675526083",Tanah Merah,15,43
"1.3299667100249,103.910782526741",Kaki Bukit,10,40
"1.3331220560709,103.911711197755",Kaki Bukit,9,42
"1.32769194470055,103.940763685492",Tanah Merah,23,43
"1.33462453350019,103.913777679684",Bedok North,8,44
"1.33014480390561,103.910318002341",Kaki Bukit,19,41
"1.33262542305518,103.910160875163",Kaki Bukit,14,37
"1.33295993404917,103.909904762523",Kaki Bukit,11,39
"1.33082005919243,103.925595840288",Bedok,15,41
"1.3340607503551,103.916898741089",Bedok North,13,35
"1.32953680475668,103.940406562732",Tanah Merah,15,44
"1.32030892324763,103.946089973664",Tanah Merah,20,45
"1.33335887243418,103.906849069266",Kaki Bukit,16,43
"1.32467852779302,103.939770313241",Tanah Merah,11,41
"1.32868929343533,103.928893754255",Bedok,18,35
"1.33566434343811,103.937321681832",Bedok Reservoir,9,44
"1.32542365484015,103.933559134228",Bedok,14,34
"1.33145574028188,103.935458644142",Bedok Reservoir,18,44
"1.3342332740943,103.93984305789",Bedok Reservoir,9,50
"1.33439329342678,103.90674180013",Kaki Bukit,9,37
"1.33355240428878,103.906516943919",Kaki Bukit,13,38
"1.32089676770365,103.945428720471",Tanah Merah,11,45
"1.3364625679398,103.937895451472",Bedok Reservoir,27,47
"1.32410957329794,103.922579145734",Bedok,6,40
"1.31875088774492,103.94336390491",Tanah Merah,8,44
"1.31975664729808,103.93427433992",Bedok,14,43
"1.32262578075749,103.937815786523",Bedok,13,44
"1.33783795176833,103.924973671246",Bedok North,8,51
"1.33343622625478,103.912338037315",Kaki Bukit,18,39
"1.33414870173697,103.909005592246",Kaki Bukit,5,35
"1.33413500454554,103.908129947077",Kaki Bukit,13,35
"1.34566334804942,103.851578599165",Bishan,5,38
"1.35091296258284,103.837585157698",Marymount,13,43
"1.3442336080746,103.854763632034",Braddell,10,45
"1.34387703291754,103.855106377701",Braddell,10,45
"1.34848989236241,103.852392818701",Bishan,10,34
"1.34681988418358,103.850614135416",Bishan,23,34
"1.34896062200566,103.853736013686",Bishan,14,35
"1.35727709271493,103.844629114303",Bishan,3,37
"1.35854600390716,103.847127313784",Bishan,7,41
"1.34711902955637,103.851553257146",Bishan,11,36
"1.35872842447777,103.830642755509",Marymount,18,43
"1.35666114854932,103.844930577727",Bishan,12,37
"1.34515398438819,103.853367119258",Bishan,15,40
"1.34846352425067,103.856094684689",Bishan,13,38
"1.3491982286049,103.856194448527",Bishan,22,39
"1.35492717199264,103.848545126427",Bishan,2,38
"1.34820799489001,103.854277011221",Bishan,7,35
"1.36280451951487,103.749157203985",Bukit Gombak,23,49
"1.35085859711904,103.759761122934",Bukit Batok,19,55
"1.3618323500025,103.745225942903",Bukit Gombak,4,56
"1.35551876314657,103.751164489972",Bukit Gombak,28,49
"1.36356572674155,103.746596967526",Bukit Gombak,5,54
"1.34556402157015,103.743821531821",Bukit Batok,14,51
"1.36134370379955,103.75123068355",Bukit Gombak,8,46
"1.34771540923723,103.754994802909",Bukit Batok,24,47
"1.36284881503816,103.750843242288",Bukit Gombak,13,49
"1.35142975219106,103.746030739669",Bukit Batok,22,46
"1.3508952364452,103.75454446951",Bukit Batok,29,48
"1.34700376747987,103.746170410388",Bukit Batok,20,45
"1.34838399787614,103.753520312233",Bukit Batok,18,45
"1.3544681944625,103.752589182658",Bukit Gombak,12,50
"1.36087152148815,103.748644458484",Bukit Gombak,3,46
"1.36009637574567,103.746560963113",Bukit Gombak,15,48
"1.35855029163425,103.748104679144",Bukit Gombak,16,47
"1.36141226469875,103.750750526003",Bukit Gombak,8,46
"1.35828328143448,103.748771560551",Bukit Gombak,4,46
"1.34658076680317,103.744085374214",Bukit Batok,3,49
"1.34315699982096,103.755862270481",Bukit Batok,10,54
"1.35271529471877,103.753793458002",Bukit Batok,15,49
"1.34463617023746,103.7590468418",Bukit Batok,23,52
"1.34883637963314,103.745173404083",Bukit Batok,11,45
"1.34651344118157,103.744614358938",Bukit Batok,26,48
"1.36348353323119,103.752171420758",Bukit Gombak,29,47
"1.34670636093149,103.746920663038",Bukit Batok,15,43
"1.36293263679642,103.752194207305",Bukit Gombak,36,45
"1.35171974901975,103.749022783849",Bukit Batok,8,42
"1.36485017561712,103.752161772499",Bukit Gombak,22,48
"1.34299777407959,103.755158102193",Bukit Batok,15,55
"1.3648652172222,103.752452457233",Bukit Gombak,16,48
"1.3473325859581,103.748990389685",Bukit Batok,16,41
"1.35000417984867,103.742860806106",Bukit Batok,17,51
"1.35184612661323,103.749350048656",Bukit Batok,8,42
"1.28922928913172,103.809193412567",Queenstown,27,31
"1.27663152283713,103.820897112137",HarbourFront,8,38
"1.27146256556443,103.825683545567",HarbourFront,21,33
"1.27395376732331,103.808817470502",Telok Blangah,13,35
"1.2781594645971,103.820475315204",Tiong Bahru,26,34
"1.28807687600985,103.82708127923",Tiong Bahru,8,20
"1.27729352946741,103.830515650322",Outram Park,5,30
"1.27359718662062,103.811942133272",Telok Blangah,21,35
"1.27391992612498,103.840260930929",Outram Park,27,22
"1.28196243466081,103.829559141133",Tiong Bahru,40,25
"1.28572654548652,103.831270493129",Tiong Bahru,7,21
"1.28278582322014,103.822606052306",Tiong Bahru,7,25
"1.27209926567831,103.823245112725",HarbourFront,21,33
"1.28112269302349,103.808687895607",Telok Blangah,21,40
"1.2848879468295,103.826444566955",Tiong Bahru,23,19
"1.27477012536113,103.826932267703",HarbourFront,11,40
"1.28147636173322,103.808148105183",Telok Blangah,12,39
"1.29224180630463,103.827601351154",Tiong Bahru,6,30
"1.28116510147179,103.808471760006",Telok Blangah,12,39
"1.27736919004889,103.808254924084",Telok Blangah,27,31
"1.2870165287153,103.816374778847",Redhill,23,21
"1.28115558487763,103.827266559741",Tiong Bahru,40,25
"1.28275797395281,103.825205576961",Tiong Bahru,31,21
"1.29008719115666,103.827999956886",Tiong Bahru,27,26
"1.28111980555052,103.829943174928",Tiong Bahru,53,25
"1.2870169493471,103.830303346649",Tiong Bahru,24,21
"1.28412809632853,103.814543761786",Redhill,11,30
"1.27722253855698,103.808720443177",Telok Blangah,20,31
"1.37416504802935,103.772712312801",Pending,14,49
"1.37534822344466,103.76965777289",Pending,17,56
"1.3761666118542,103.772207125572",Pending,21,56
"1.37910762831305,103.768153816778",Petir,11,56
"1.37573517510314,103.773609219643",Pending,12,48
"1.38558640738414,103.758340839001",Senja,32,58
"1.37880399486152,103.76796875654",Petir,9,56
"1.37934514194061,103.771222864624",Bangkit,13,59
"1.3811296995225,103.767749629838",Petir,15,59
"1.37683552128544,103.774825848656",Pending,12,45
"1.37427380230521,103.770688640795",Pending,18,55
"1.37680420349222,103.768463736662",Petir,13,58
"1.37902490874965,103.771215066012",Bangkit,15,50
"1.37785558547628,103.769840358536",Pending,6,59
"1.38185025770492,103.767573058956",Petir,12,59
"1.37704616042499,103.766883474367",Petir,9,55
"1.38288226683648,103.76684712949",Fajar,29,58
"1.38916099716883,103.772291892028",Segar,11,61
"1.38137152811663,103.773245009924",Bangkit,5,59
"1.38754537018879,103.770442353455",Segar,27,58
"1.38634539387806,103.768831827225",Segar,28,59
"1.37944526563634,103.766667077399",Petir,16,54
"1.38191601013855,103.762499853661",Senja,15,51
"1.38516970673292,103.758529145929",Senja,51,58
"1.37971095812868,103.762440084954",Bukit Panjang,31,47
"1.38748261821031,103.77346717088",Segar,23,70
"1.37309168822619,103.775565919483",Pending,14,50
"1.37757317337748,103.774462082623",Bangkit,9,45
"1.38683387310593,103.770094860892",Segar,6,60
"1.38889498981622,103.772905851405",Segar,15,62
"1.38137164749459,103.774298960743",Bangkit,11,60
"1.38774050396782,103.766289444489",Jelapang,14,58
"1.38703281233192,103.766924336092",Jelapang,15,61
"1.38563406119189,103.760361050815",Senja,44,57
"1.37816746627422,103.768365659202",Petir,9,57
"1.37685096970547,103.765123697174",Petir,13,53
"1.37984676162569,103.765075708901",Petir,17,50
"1.38014939686036,103.771126294353",Bangkit,21,61
"1.33874587958197,103.772438575927",Beauty World,12,45
"1.33940868079894,103.772605679864",Beauty World,16,45
"1.33877430429858,103.775254200454",Beauty World,11,42
"1.33777302768485,103.775130712626",Beauty World,18,44
"1.30570669566476,103.854943243934",Jalan Besar,7,20
"1.28496279681204,103.845618260281",Chinatown,13,10
"1.27557006195331,103.842683445252",Tanjong Pagar,23,16
"1.30849052388699,103.852546280742",Little India,15,29
"1.38247656452574,103.752527980381",Keat Hong,14,51
"1.37652018482202,103.738025725932",South View,27,66
"1.37976221059279,103.754969354123",Phoenix,13,60
"1.3799061370713,103.751696104326",Keat Hong,3,58
"1.38158682710709,103.753828251753",Teck Whye,8,49
"1.40132802512812,103.748136094413",Yew Tee,25,54
"1.37961821111761,103.738115482342",South View,21,57
"1.37714154932429,103.740943329677",South View,15,61
"1.38098653958626,103.743144225093",South View,10,56
"1.37544982404192,103.738349548996",South View,14,67
"1.39402626918013,103.744121086614",Yew Tee,7,55
"1.39339309874757,103.74193765951",Yew Tee,8,56
"1.38079449708347,103.756442998925",Phoenix,18,55
"1.40124273911529,103.749394179356",Yew Tee,18,53
"1.37829226381639,103.744574238625",South View,12,57
"1.3804123119769,103.746190534804",South View,9,53
"1.37971380334915,103.742134226705",South View,4,57
"1.40258973962651,103.749629714805",Yew Tee,15,55
"1.37908544061279,103.737542449427",South View,16,59
"1.37816643554536,103.740967966102",South View,9,60
"1.38513876286097,103.741050024231",Choa Chu Kang,5,53
"1.37970871614932,103.742871205952",South View,12,57
"1.4020008434176,103.746684850931",Yew Tee,10,56
"1.40089907208214,103.744889705072",Yew Tee,9,54
"1.37914625858488,103.74820998984",Keat Hong,3,53
"1.38523428420139,103.74270487573",Choa Chu Kang,16,47
"1.37727907968964,103.738418034791",South View,29,64
"1.38836602447224,103.741643089",Choa Chu Kang,8,61
"1.39277814883364,103.744321835995",Yew Tee,7,56
"1.38109065348717,103.744889593727",South View,10,53
"1.40385480382021,103.745492505499",Yew Tee,24,58
"1.40162672032469,103.751577560463",Yew Tee,33,56
"1.39316986752422,103.742614364734",Yew Tee,6,55
"1.37930897796883,103.745365161971",South View,14,54
"1.37863545271757,103.736186811602",South View,13,60
"1.39483873062804,103.750352449501",Yew Tee,12,53
"1.39957665688791,103.747100338409",Yew Tee,8,48
"1.38193301079554,103.745580988412",South View,1,52
"1.38328262549326,103.74511032068",Choa Chu Kang,4,48
"1.38341750127746,103.745686287938",Choa Chu Kang,7,50
"1.37869966040642,103.742532296308",South View,6,58
"1.39692772121884,103.744901171214",Yew Tee,10,49
"1.39236668753259,103.745984804269",Yew Tee,7,57
"1.30676076028652,103.762363136976",Clementi,31,46
"1.30416148975898,103.762190838275",Clementi,19,51
"1.30440046544571,103.762746222568",Clementi,16,51
"1.31158040643011,103.764211279777",Clementi,17,34
"1.32105185036523,103.766910446634",Clementi,23,39
"1.32091981411778,103.766377598785",Clementi,26,38
"1.32027016006349,103.765944899873",Clementi,22,39
"1.31770281154049,103.769076731999",Clementi,16,37
"1.316901343761,103.765310715228",Clementi,15,31
"1.31456889716041,103.761612603199",Clementi,20,35
"1.31082250334147,103.760805958742",Clementi,27,43
"1.32208936757694,103.76893341249",Clementi,7,41
"1.31090863920106,103.77066433167",Clementi,13,39
"1.31004548976462,103.769123845594",Clementi,49,41
"1.31192806813885,103.766985274381",Clementi,13,33
"1.32446058239498,103.771184563895",Clementi,16,49
"1.31098804719696,103.771585053355",Dover,14,41
"1.31138941636299,103.767093175978",Clementi,15,34
"1.31459901035535,103.764813774429",Clementi,14,30
"1.33216938209876,103.886296676732",Tai Seng,7,36
"1.32653264801057,103.886633644182",MacPherson,24,31
"1.32767695905654,103.886264654446",Mattar,16,31
"1.32129673439631,103.88566797128",Aljunied,10,30
"1.32299431214867,103.904449779612",Eunos,17,33
"1.32967348010041,103.903784250226",Ubi,4,37
"1.31783079334293,103.880072112311",Aljunied,16,25
"1.32942959489354,103.902786753395",Ubi,18,35
"1.31443381988689,103.896061152256",Paya Lebar,14,33
"1.31685532892182,103.875551269808",Geylang Bahru,35,29
"1.32955256858874,103.90122860971",Ubi,8,33
"1.32522701807049,103.899400226499",Ubi,13,37
"1.31366979476128,103.896069587743",Paya Lebar,18,33
"1.31699648623217,103.897748935672",Paya Lebar,20,32
"1.30894452962256,103.883530101124",Mountbatten,21,32
"1.31757124294126,103.898647745081",Eunos,27,32
"1.32572020348011,103.901822392584",Ubi,14,35
"1.31997674731215,103.884439316163",Aljunied,8,27
"1.31685877572509,103.887761159389",Aljunied,14,28
"1.31632198189261,103.88540061844",Aljunied,18,23
"1.36548398291324,103.890200268843",Hougang,23,51
"1.37169878879803,103.879948293051",Kovan,9,57
"1.3649231962434,103.889379532965",Kovan,19,49
"1.37014137094094,103.897850263624",Hougang,10,50
"1.37207420608508,103.888728981515",Hougang,16,46
"1.35480542424831,103.889614585265",Kovan,17,50
"1.37546896487502,103.890729546346",Hougang,11,48
"1.374704823057,103.895365669184",Hougang,7,48
"1.37337022502161,103.884099363082",Hougang,18,60
"1.36722750566218,103.89779834526",Hougang,3,51
"1.37676277611734,103.878108300551",Tongkang,7,57
"1.37875948902978,103.879496357849",Tongkang,18,55
"1.37212621537163,103.87979354211",Hougang,11,57
"1.37127315314256,103.88861964542",Hougang,22,47
"1.38198270653355,103.881217675808",Tongkang,16,63
"1.37682252239848,103.884082693756",Hougang,11,60
"1.36042828831936,103.892206900827",Kovan,10,47
"1.37280277826625,103.889740249273",Hougang,3,47
"1.3774625360285,103.891275415697",Buangkok,6,51
"1.3797347301581,103.890205700216",Buangkok,12,58
"1.37912950419349,103.890376362574",Buangkok,9,58
"1.3522311107755,103.884240123623",Kovan,11,56
"1.37572957533559,103.8781874233",Hougang,13,54
"1.37490432858877,103.895995982843",Hougang,7,47
"1.37342329350967,103.893600213613",Hougang,3,48
"1.3777982048127,103.889734403938",Buangkok,6,53
"1.37222557449695,103.894640407148",Hougang,9,45
"1.37501378353128,103.887337730531",Hougang,11,56
"1.35693439635221,103.884512515118",Kovan,8,45
"1.37816668318375,103.87836616705",Tongkang,17,55
"1.37972529696275,103.881133269191",Tongkang,16,60
"1.37860243503784,103.888124731018",Buangkok,9,58
"1.37863450467064,103.877615544915",Fernvale,19,57
"1.36990038425157,103.896393480429",Hougang,9,49
"1.37580558530644,103.894819073452",Hougang,14,48
"1.35528223434405,103.89036014824",Kovan,7,51
"1.37376370041835,103.893618945204",Hougang,12,48
"1.37328587053884,103.880413624286",Hougang,9,56
"1.34389769141944,103.871026678101",Woodleigh,8,39
"1.36851824459992,103.894583868849",Hougang,27,51
"1.37000908086653,103.896057697471",Hougang,5,49
"1.35202640347162,103.879078569569",Serangoon,5,45
"1.36930044381428,103.891520648294",Hougang,10,45
"1.358899944034,103.888345777377",Kovan,15,46
"1.37818307588971,103.878641442114",Tongkang,14,55
"1.37007302987192,103.878439386184",Kovan,10,55
"1.37822040565811,103.879420458522",Tongkang,16,55
"1.37715967450289,103.879679968404",Tongkang,15,58
"1.35172355247142,103.886487164914",Kovan,17,55
"1.3803800176308,103.889187745903",Buangkok,3,58
"1.37327721367691,103.883206702378",Hougang,4,59
"1.35660452605974,103.883650629313",Kovan,11,44
"1.34412714311524,103.741112405413",Chinese Garden,3,51
"1.34037462134713,103.740936554727",Jurong East,10,44
"1.34835818598708,103.730092202588",Chinese Garden,15,50
"1.34404144956674,103.735500080389",Chinese Garden,24,46
"1.32137709718444,103.737577593659",Jurong East,6,59
"1.32075547790486,103.74951968623",Jurong East,9,56
"1.3208228255704,103.73907552675",Jurong East,11,57
"1.34451804267549,103.738630332612",Chinese Garden,23,50
"1.32196883899939,103.739225882156",Jurong East,15,57
"1.33879791361243,103.734807724832",Chinese Garden,14,42
"1.33889493784685,103.73855509854",Jurong East,31,49
"1.33738746819329,103.738527627347",Jurong East,6,41
"1.34111736866105,103.744794661314",Jurong East,24,45
"1.34096483548865,103.74091413759",Jurong East,15,49
"1.34579717453294,103.73230005742",Chinese Garden,17,50
"1.34257472073046,103.736290436718",Chinese Garden,11,43
"1.34122974295897,103.7461193594",Bukit Batok,20,46
"1.34146035006385,103.74567772942",Bukit Batok,17,45
