LatLong,nearest MRT,Count,travel time to RP in minutes
"1.43024596089696,103.844838329615",Yishun,61,56
"1.41909993352842,103.846461812401",Khatib,32,64
"1.43241464963844,103.846517127438",Yishun,28,57
"1.4266096333815,103.837336412761",Yishun,1,46
"1.33306648174585,103.931091390071",Bedok Reservoir,10,43
"1.36514040189139,103.744865126672",Bukit Gombak,5,58
"1.37706567641654,103.74190945118",South View,6,59
"1.39428872870193,103.743062965588",Yew Tee,7,56
"1.39577216416704,103.743789183815",Yew Tee,5,52
"1.32308876681681,103.883739097439",Mattar,4,31
"1.35764144948127,103.891702601254",Kovan,2,50
"1.37804393558863,103.893152628592",Buangkok,3,52
"1.32136881127061,103.742845114726",Jurong East,5,54
"1.35149768659892,103.723243759123",Lakeside,4,54
"1.3441061022632,103.713719208827",Lakeside,28,49
"1.33283359282698,103.721043381424",Lakeside,25,57
"1.34231547534586,103.69528112377",Pioneer,6,50
"1.30829461791794,103.860887862494",Lavender,1,18
"1.32714983319586,103.856962444169",Boon Keng,2,46
"1.36754162355292,103.947105433712",Pasir Ris,36,47
"1.3699604913861,103.947452111279",Pasir Ris,31,47
"1.37127969347365,103.94771493702",Pasir Ris,28,43
"1.41135309598215,103.900614672147",Nibong,24,57
"1.40597704114999,103.898544055197",Soo Teck,21,53
"1.30717590843196,103.793500328714",Buona Vista,1,29
"1.39341707295426,103.875340178233",Fernvale,47,56
"1.38577466101388,103.893065739187",Renjong,11,45
"1.38215613071495,103.900711925224",Kangkar,9,56
"1.39318853941818,103.878692030242",Layar,37,55
"1.39619302195076,103.88972181068",Farmway,33,54
"1.39353259342993,103.875029902679",Fernvale,36,57
"1.38871268226762,103.89775620823",Sengkang,7,50
"1.38541559450444,103.892986078183",Buangkok,23,44
"1.35323929752374,103.865249340249",Lorong Chuan,4,42
"1.35621338867608,103.939960455271",Tampines,42,44
"1.34480182914055,103.959861576671",Upper Changi,7,47
"1.36079922802584,103.950573417839",Tampines East,3,52
"1.43601133588258,103.7903668585",Woodlands,8,57
"1.43378048287839,103.843105705893",Yishun,14,54
"1.41960682497896,103.84728823711",Khatib,8,56
"1.43450592896688,103.843292004282",Yishun,33,53
"1.43367833611169,103.843871260947",Yishun,32,56
"1.43407449545002,103.843573649375",Yishun,9,54
"1.37992682002036,103.84143237207",Yio Chu Kang,2,37
"1.36203988078612,103.843757579962",Ang Mo Kio,7,45
"1.35405485249506,103.752320202563",Bukit Gombak,7,50
"1.27384994087123,103.81124705243",Telok Blangah,13,35
"1.37867070821171,103.768538440957",Petir,3,57
"1.38853827277489,103.768773256544",Segar,35,57
"1.38761161193831,103.771717424957",Segar,46,60
"1.3814779003875,103.748174139363",Keat Hong,2,55
"1.34485611194653,103.735622181477",Chinese Garden,6,46
"1.34691949430163,103.696188240519",Pioneer,7,62
"1.33964717776069,103.693272142015",Pioneer,2,48
"1.36899453114432,103.947710069014",Pasir Ris,21,44
"1.37376656667899,103.955388318547",Pasir Ris,5,47
"1.36630332942513,103.962287761409",Tampines East,3,66
"1.40562302458525,103.896470406908",Soo Teck,25,56
"1.30754731967127,103.799088583204",Holland Village,10,29
"1.39254251803193,103.878161021085",Layar,55,56
"1.39576281508857,103.889466805657",Farmway,26,55
"1.39329062882167,103.878138964178",Layar,50,58
"1.39567244030632,103.890125430899",Farmway,27,55
"1.39857707216124,103.888490151459",Farmway,18,57
"1.35895813519086,103.938911100785",Tampines,42,46
"1.35701024664546,103.939911246503",Tampines,32,46
"1.35743365377488,103.940051716546",Tampines,31,45
"1.35937098724463,103.938378633561",Tampines,32,49
"1.35620782102782,103.939593965028",Tampines,13,45
"1.33112194856316,103.857779754242",Toa Payoh,3,43
"1.33438327081307,103.865312115136",Potong Pasir,4,39
"1.44713415109784,103.772172059269",Marsiling,10,74
"1.43208985750645,103.846198333971",Yishun,5,56
"1.42991891753486,103.844367469818",Yishun,32,54
"1.43290624174601,103.844695383831",Yishun,26,54
"1.43328052675083,103.844436750229",Yishun,22,53
"1.41930728950471,103.847043629046",Khatib,34,56
"1.36720027552413,103.853247443819",Ang Mo Kio,12,36
"1.35686236850321,103.84972330006",Bishan,2,38
"1.3496481268301,103.757332776738",Bukit Batok,4,53
"1.28514430857013,103.829280379311",Tiong Bahru,5,19
"1.28584081223944,103.818596280876",Redhill,5,23
"1.3869743448416,103.771280059955",Segar,32,58
"1.38660275237577,103.757710467868",Senja,61,61
"1.38959119141067,103.767447013104",Segar,6,61
"1.37934382180082,103.751800988619",Keat Hong,2,63
"1.38464414439202,103.741833630214",Choa Chu Kang,3,52
"1.39248775672758,103.745678714678",Yew Tee,4,57
"1.37516813281876,103.890119934151",Hougang,2,49
"1.32793696486555,103.7241782483",Lakeside,35,53
"1.38039161117546,103.937163210408",Pasir Ris,1,61
"1.37062340418468,103.948163757719",Pasir Ris,29,43
"1.36919989142635,103.947298306263",Pasir Ris,32,49
"1.36866830502329,103.947274003279",Pasir Ris,44,48
"1.36789275657772,103.947032722415",Pasir Ris,20,47
"1.30878949399241,103.792695569227",Buona Vista,1,30
"1.35343545338046,103.953023672678",Tampines East,4,49
"1.35674170789189,103.939692399456",Tampines,36,46
"1.35935847028614,103.938908760398",Tampines,47,47
"1.35568233282536,103.944448547002",Tampines,4,38
"1.43905659750822,103.778349763028",Marsiling,18,64
"1.4403972427118,103.795020326652",Woodlands,1,55
"1.41807055182868,103.844083330937",Khatib,13,56
"1.43284184188975,103.844333075878",Yishun,22,54
"1.43188998756065,103.845790190244",Yishun,7,56
"1.42087184158348,103.839138942875",Khatib,3,50
"1.4195429286047,103.839672741079",Khatib,1,47
"1.34795232546741,103.757962779285",Bukit Batok,4,54
"1.34964706301784,103.757617809641",Bukit Batok,4,53
"1.28633684743341,103.829204757258",Tiong Bahru,35,21
"1.38942073606675,103.768573656612",Segar,38,59
"1.38725146572543,103.772083507035",Segar,24,61
"1.38973728584298,103.767840228613",Segar,37,61
"1.38579809218637,103.757614659363",Senja,11,62
"1.38656225824527,103.757208072494",Senja,73,61
"1.38969403291015,103.768385840702",Segar,47,60
"1.32591743884326,103.899063689115",Ubi,3,36
"1.37732845210704,103.904212191193",Kangkar,52,62
"1.37447080577543,103.893091053432",Hougang,5,47
"1.37021066906466,103.947986536645",Pasir Ris,29,42
"1.3695904828869,103.947455951519",Pasir Ris,27,47
"1.36829430551953,103.947266008776",Pasir Ris,21,48
"1.37093178459665,103.947562573809",Pasir Ris,28,45
"1.40387830838582,103.895238808655",Soo Teck,34,58
"1.39742222673837,103.889703923973",Farmway,34,52
"1.39655770884234,103.890240536174",Farmway,32,54
"1.39594975733852,103.890467920512",Farmway,28,54
"1.39835828293606,103.889074371303",Farmway,43,56
"1.39753870291447,103.889080058161",Farmway,10,53
"1.39844903339851,103.888155361419",Farmway,27,54
"1.39776902487201,103.888235889907",Farmway,25,54
"1.34731357875035,103.933767368291",Tampines West,15,47
"1.34758009360405,103.956310473029",Simei,14,43
"1.34672449540641,103.933876114497",Tampines West,40,46
"1.35835090267773,103.938908840402",Tampines,9,46
"1.35727594160246,103.940381609329",Tampines,8,44
"1.35523143435852,103.945480789219",Tampines,2,38
"1.33411338676706,103.86952371664",Potong Pasir,3,35
"1.42903445415475,103.830336353437",Yishun,4,44
"1.42209731725453,103.849560369299",Yishun,47,65
"1.43416878511817,103.842950441024",Yishun,16,53
"1.41923754461468,103.844227928881",Khatib,32,59
"1.4290305000563,103.84430354208",Yishun,5,56
"1.33050521254379,103.93581688525",Bedok Reservoir,5,44
"1.32574461342215,103.929194613757",Bedok,3,31
"1.3366395590937,103.921284387946",Bedok North,20,42
"1.33641902814806,103.920993282716",Bedok North,27,42
"1.33616175628116,103.921492598319",Bedok North,33,43
"1.33666009454076,103.921624733709",Bedok North,35,42
"1.34718667789037,103.851049225201",Bishan,3,34
"1.38911206246444,103.767301515652",Segar,35,59
"1.38450243119902,103.771537431563",Fajar,35,59
"1.38762470759976,103.758331445094",Senja,75,61
"1.30630673276789,103.855387281341",Jalan Besar,3,22
"1.38106199176972,103.750795989119",Keat Hong,3,57
"1.37878814570674,103.896368955749",Buangkok,4,52
"1.3752181870956,103.899995256616",Hougang,3,58
"1.3757740461149,103.899965684738",Kangkar,43,57
"1.33775456847586,103.73809335212",Jurong East,1,40
"1.32846031138004,103.723287795397",Lakeside,43,54
"1.32719469284875,103.856118521432",Boon Keng,2,45
"1.36937329925111,103.947970231713",Pasir Ris,17,44
"1.37098530908868,103.948216908449",Pasir Ris,23,43
"1.36374137521076,103.962247999674",Tampines East,5,63
"1.40596991489125,103.896803290622",Soo Teck,33,55
"1.40759031189113,103.910923572748",Damai,31,60
"1.40382339950391,103.895547769394",Soo Teck,40,57
"1.40453408581455,103.895665532043",Soo Teck,6,59
"1.40260030998864,103.913971396177",Oasis,33,58
"1.40479713792879,103.896616087907",Soo Teck,26,56
"1.39754408575022,103.88932509626",Farmway,26,52
"1.39774373171815,103.88858318745",Farmway,24,53
"1.39662723290185,103.889865436797",Farmway,8,53
"1.35570486057403,103.952040568571",Tampines East,4,47
"1.34690555756363,103.933409216927",Tampines West,42,47
"1.33385759374197,103.865845367722",Potong Pasir,9,38
"1.43756956237491,103.777763757027",Marsiling,4,61
"1.41935682508942,103.833073425299",Khatib,3,39
"1.43059711114855,103.84446482342",Yishun,35,54
"1.41872516654422,103.832110380162",Khatib,7,40
"1.41833362541375,103.843721655882",Khatib,36,56
"1.41924161070524,103.844941652639",Khatib,44,58
"1.41883284175427,103.844225827265",Khatib,27,59
"1.37769118043958,103.84274515222",Yio Chu Kang,34,38
"1.31947081810974,103.945783265384",Tanah Merah,3,43
"1.35144149324876,103.753696666741",Bukit Batok,10,48
"1.28543704177023,103.830839342729",Tiong Bahru,2,20
"1.28538144338708,103.830400732841",Tiong Bahru,3,20
"1.38611988630201,103.758328624429",Senja,13,58
"1.37705950007098,103.738981398036",South View,14,63
"1.31251305732378,103.764927758669",Clementi,2,33
"1.32165649786917,103.885423356978",Mattar,5,31
"1.37676038157719,103.904050364711",Kangkar,39,62
"1.37830875820742,103.903841957906",Kangkar,32,63
"1.36913888821257,103.895264426108",Hougang,4,49
"1.3794804401214,103.893201685049",Buangkok,6,54
"1.37518254401411,103.900405982824",Hougang,56,58
"1.32843797727643,103.723795893377",Lakeside,39,53
"1.32841510984309,103.724304147765",Lakeside,37,53
"1.37054528648514,103.947594583702",Pasir Ris,7,46
"1.36493828197643,103.960612447875",Tampines East,5,63
"1.40722159434779,103.910591907295",Damai,38,60
"1.40601534722271,103.896508270967",Soo Teck,20,56
"1.40179672508929,103.915278092564",Kadaloor,30,58
"1.29407333493258,103.800026532056",Queenstown,11,34
"1.39048519034443,103.880509545623",Layar,41,56
"1.38958310807082,103.87947708432",Layar,40,57
"1.36421531545345,103.953511202271",Tampines East,16,59
"1.35546395095099,103.935138528274",Tampines,1,50
"1.3315468916112,103.85701736179",Toa Payoh,5,42
"1.33679590445632,103.85339881314",Braddell,8,34
"1.33497246267555,103.865234309552",Potong Pasir,4,40
"1.33480397745816,103.86578784298",Potong Pasir,1,40
"1.43904320861563,103.778109726656",Marsiling,11,64
"1.41884459566005,103.84482453185",Khatib,31,57
"1.36873232820537,103.851619347503",Ang Mo Kio,6,33
"1.33629391354583,103.921242294579",Bedok North,34,42
"1.33679206446803,103.921982613627",Bedok North,28,43
"1.27169061066277,103.809852257535",Telok Blangah,3,31
"1.37581593705491,103.767563450683",Petir,5,57
"1.31944669077178,103.765649446368",Clementi,91,37
"1.32010579336827,103.765573470177",Clementi,87,37
"1.31911656776897,103.765492195959",Clementi,79,36
"1.37629840280721,103.900220786851",Kangkar,47,57
"1.37881205219672,103.904229621366",Kangkar,47,63
"1.35239358298744,103.71575950591",Lakeside,4,54
"1.34904031249386,103.699459813301",Pioneer,4,57
"1.32750482242864,103.856897098071",Boon Keng,1,46
"1.36968625501963,103.947922425135",Pasir Ris,22,43
"1.37455583818579,103.946878956275",Pasir Ris,2,43
"1.40743702403924,103.911196464451",Damai,19,61
"1.40697762946912,103.911041462626",Damai,25,60
"1.40641415134174,103.912620387754",Oasis,29,61
"1.40153631153053,103.915077974858",Kadaloor,29,58
"1.40368230786817,103.896461412296",Soo Teck,19,56
"1.40524575016039,103.896410927147",Soo Teck,24,56
"1.40488489257322,103.896351333072",Soo Teck,21,56
"1.39001961783905,103.879574314696",Layar,46,56
"1.38979947929697,103.88064410102",Layar,40,61
"1.38784552858436,103.898951852126",Ranggung,7,52
"1.38884403585275,103.880083476817",Layar,43,59
"1.35429345502082,103.936665829624",Tampines,3,50
"1.42055266140114,103.841217156266",Khatib,1,52
"1.42601717629953,103.844654553218",Yishun,3,57
"1.36991349865898,103.836525311642",Ang Mo Kio,2,42
"1.32963136613535,103.909902161479",Kaki Bukit,2,43
"1.31967414684941,103.946053142494",Tanah Merah,3,44
"1.38691566473158,103.758538070592",Senja,43,59
"1.38903884910542,103.768351041202",Segar,30,58
"1.37416176660147,103.775840374119",Pending,3,49
"1.3874345429217,103.75911857359",Jelapang,5,60
"1.37602076586396,103.765490044154",Petir,9,53
"1.37635512444695,103.738360161731",South View,34,66
"1.37450179829607,103.895709633695",Hougang,7,46
"1.37794956982629,103.904346041308",Kangkar,31,65
"1.37932250991171,103.904191032446",Kangkar,39,63
"1.37775639575708,103.937965154187",Pasir Ris,5,60
"1.40665275009356,103.912312507427",Damai,22,62
"1.40211070319784,103.914916619924",Oasis,14,59
"1.4066767256676,103.911613291129",Damai,2,61
"1.40212769104002,103.913578463409",Oasis,40,57
"1.40379930905886,103.895988121768",Soo Teck,27,57
"1.29512086158743,103.81115001607",Queenstown,49,29
"1.29546316937491,103.811785236884",Queenstown,53,30
"1.38900620596043,103.879367596607",Layar,45,58
"1.39061195455357,103.879963568325",Layar,51,56
"1.38931984965925,103.88050116533",Layar,48,60
"1.39631552198212,103.881167314758",Kupang,37,56
"1.39585256390138,103.877684905205",Thanggam,36,59
"1.36380015761494,103.953438683803",Tampines East,12,59
"1.35989315339663,103.955756570936",Tampines East,2,48
"1.41642588562492,103.832213289414",Khatib,4,38
"1.41796651351006,103.843458679904",Khatib,35,56
"1.41773318073336,103.84382441362",Khatib,25,56
"1.32750585189984,103.923264046182",Bedok,19,40
"1.33127359772764,103.905592578253",Kaki Bukit,5,42
"1.33068372884462,103.904877008786",Ubi,3,41
"1.36159798220173,103.749460679642",Bukit Gombak,2,45
"1.37605683547385,103.739806181184",South View,22,64
"1.37560094818422,103.740360009689",South View,29,65
"1.37651280702577,103.739137682367",South View,32,64
"1.37403985056586,103.884391131798",Hougang,10,56
"1.34547702861433,103.698587048618",Pioneer,7,56
"1.3437063240188,103.714484938377",Lakeside,9,49
"1.33584938847644,103.705525287934",Boon Lay,5,44
"1.37449376842352,103.958958334109",Pasir Ris,9,55
"1.37054529360258,103.947594575271",Pasir Ris,17,46
"1.40149164608042,103.914459128885",Oasis,48,57
"1.40776676808472,103.89958085133",Sumang,1,56
"1.40800694944027,103.899074357998",Sumang,109,53
"1.40605924173081,103.912020670376",Damai,41,61
"1.40414193190214,103.896363634267",Soo Teck,28,56
"1.44586063776101,103.815263687546",Sembawang,10,55
"1.39096346108008,103.889146789976",Tongkang,8,55
"1.38233665875831,103.894510804136",Buangkok,14,47
"1.39745479369412,103.878010391039",Thanggam,26,58
"1.39554139723917,103.894940558522",Cheng Lim,12,50
"1.35249536436696,103.868749654582",Lorong Chuan,1,44
"1.35462817749301,103.867068733428",Lorong Chuan,15,45
"1.35633276245751,103.873366015559",Serangoon,9,49
"1.3477319115079,103.94412402405",Tampines West,12,45
"1.35625122843632,103.961576641177",Tampines East,4,56
"1.35908616639236,103.948910995142",Tampines East,12,46
"1.44192155949726,103.800135496516",Woodlands,11,48
"1.43781872979632,103.794144768156",Woodlands,17,56
"1.43342596098074,103.798861660947",Woodlands,9,59
"1.43123848904483,103.779712471656",Marsiling,2,59
"1.43208986051752,103.846198333971",Yishun,11,56
"1.41940805219597,103.839993791322",Khatib,3,49
"1.31785202349286,103.9308681047",Bedok,24,42
"1.35844205362798,103.848263884941",Bishan,3,39
"1.37562311961725,103.741340715793",South View,22,65
"1.3758879374176,103.740225214266",South View,29,65
"1.37602869228672,103.741368197927",South View,31,65
"1.31675861430335,103.886811248047",Aljunied,5,26
"1.34610886408457,103.698426986147",Pioneer,2,58
"1.3747414028881,103.956621651363",Pasir Ris,6,49
"1.36374401411064,103.961935535722",Tampines East,1,63
"1.4077542563694,103.90090623665",Sumang,1,52
"1.29564903068441,103.810230517871",Queenstown,98,28
"1.29540163896319,103.812185563953",Queenstown,37,30
"1.45273079781221,103.823966900031",Sembawang,6,53
"1.39662723563942,103.889865427006",Farmway,21,53
"1.39595291069106,103.8815041411",Kupang,30,56
"1.39740224240408,103.881338084424",Kupang,36,54
"1.38661451456829,103.906024040147",Bakau,11,58
"1.35319103281952,103.868691793358",Lorong Chuan,10,46
"1.37453577975309,103.874598251793",Fernvale,6,55
"1.35477157041693,103.946584056018",Tampines,4,37
"1.35191835181438,103.959646788426",Tampines East,5,56
"1.35114217456369,103.935616863987",Tampines West,7,49
"1.44209907015608,103.773954877015",Marsiling,8,68
"1.43292729938056,103.786739697683",Woodlands,10,56
"1.43330461383635,103.791313633199",Woodlands,7,60
"1.43459030044018,103.831139296919",Yishun,10,50
"1.42626632416059,103.848703212672",Yishun,10,55
"1.43653310907952,103.838677913372",Yishun,12,54
"1.4259620249781,103.829779474265",Yishun,6,47
"1.38120608763856,103.842251233005",Yio Chu Kang,11,35
"1.32707387863852,103.923188202853",Bedok,46,41
"1.35763464029646,103.842813287198",Bishan,5,40
"1.36326877890118,103.746610701623",Bukit Gombak,3,52
"1.286814173027,103.82892831117",Tiong Bahru,12,20
"1.3769739817533,103.739293156619",South View,13,63
"1.37659678332207,103.73994960705",South View,22,62
"1.31315945669663,103.895216199983",Paya Lebar,3,34
"1.32386951399387,103.887588393841",MacPherson,8,34
"1.35287379983911,103.888765882959",Kovan,11,57
"1.3752181944865,103.899995251993",Hougang,33,58
"1.34630854446805,103.695863834561",Pioneer,11,56
"1.33542562710519,103.696934679068",Pioneer,7,43
"1.34699810840798,103.69452875928",Pioneer,4,58
"1.30402508947699,103.913501458863",Kembangan,9,42
"1.3815512356895,103.936568241353",Pasir Ris,4,62
"1.36651869481811,103.955623407278",Pasir Ris,9,56
"1.4006620149821,103.910914385755",Oasis,20,61
"1.40136153880902,103.901127199853",Punggol,17,52
"1.40619118291017,103.911699311071",Damai,24,61
"1.40776143065745,103.900998963843",Sumang,138,51
"1.40754160562826,103.899854650521",Sumang,84,52
"1.3100811823695,103.788532893714",Buona Vista,14,29
"1.39632353747039,103.877422028405",Thanggam,38,60
"1.39510794708498,103.891456224923",Cheng Lim,26,52
"1.38899757618853,103.873670212246",Fernvale,5,62
"1.38604164042445,103.902900565994",Kangkar,5,56
"1.35727594461393,103.940381600354",Tampines,30,44
"1.35861946074158,103.960788620104",Tampines East,16,57
"1.36246520398535,103.954683087779",Tampines East,7,53
"1.3561725371375,103.937479923002",Tampines,5,51
"1.35643914546887,103.958623896768",Tampines East,5,53
"1.33029303390833,103.859165821409",Potong Pasir,40,44
"1.33628535194303,103.848443049823",Toa Payoh,12,29
"1.43106395485681,103.790454078756",Woodlands,8,61
"1.43221807625653,103.827520202898",Yishun,23,50
"1.43457263947313,103.831796919201",Yishun,16,49
"1.41776314973521,103.844367647831",Khatib,21,55
"1.42621096565013,103.827704108295",Yishun,7,49
"1.41960834068659,103.847325092968",Khatib,22,56
"1.41604270769574,103.833086482825",Khatib,3,48
"1.36650575716426,103.84181118487",Ang Mo Kio,7,46
"1.36511023350774,103.847379037914",Ang Mo Kio,12,39
"1.36211140145298,103.85076647513",Ang Mo Kio,17,42
"1.37392239168826,103.855621371068",Ang Mo Kio,15,42
"1.37203235843331,103.857625381508",Ang Mo Kio,15,42
"1.3672879309092,103.841431473056",Ang Mo Kio,8,47
"1.36970563478325,103.843515981311",Ang Mo Kio,19,43
"1.37416923724326,103.853001920124",Ang Mo Kio,12,39
"1.3775062692911,103.840557182306",Yio Chu Kang,9,40
"1.3733782941643,103.853042534069",Ang Mo Kio,9,38
"1.37274887735559,103.850191392582",Ang Mo Kio,10,33
"1.36897079641509,103.843284524871",Ang Mo Kio,5,44
"1.33087465125044,103.928059091947",Bedok,19,41
"1.32815498828204,103.93522082327",Bedok,5,38
"1.33143368026417,103.936865404278",Bedok Reservoir,21,45
"1.32697957771794,103.928130747142",Bedok,17,33
"1.33066590908483,103.922843972485",Bedok North,13,46
"1.33312991885913,103.926153139784",Bedok Reservoir,5,44
"1.33353806122657,103.913536944229",Kaki Bukit,6,44
"1.3233383625591,103.934207271148",Bedok,2,38
"1.3313275984366,103.928468218949",Bedok Reservoir,7,42
"1.3366305993765,103.92574851611",Bedok Reservoir,15,52
"1.32481986008075,103.926258117679",Bedok,12,33
"1.32342985805207,103.942269407116",Tanah Merah,13,40
"1.33254608904519,103.940347580498",Tanah Merah,8,49
"1.3324534270998,103.908872213028",Kaki Bukit,5,36
"1.33439330245996,103.906741799858",Kaki Bukit,6,37
"1.33230240591281,103.907587879595",Kaki Bukit,10,41
"1.34812743111822,103.852330274842",Bishan,14,35
"1.34678777068608,103.853709975879",Bishan,12,39
"1.35996780310394,103.842246599628",Bishan,6,43
"1.35674001530713,103.849329508235",Bishan,10,38
"1.35661575812609,103.842317636339",Marymount,7,41
"1.35908432197931,103.831751021639",Marymount,8,43
"1.34934558612857,103.852578831668",Bishan,7,33
"1.35941996844392,103.847150338684",Bishan,7,42
"1.3597368747274,103.844696133217",Bishan,7,40
"1.3628909909218,103.746539240126",Bukit Gombak,12,52
"1.3463440745148,103.741742087315",Bukit Batok,7,52
"1.34455326685627,103.757721411613",Bukit Batok,8,55
"1.36355249556515,103.750948082233",Bukit Gombak,11,47
"1.34731985631578,103.741974986591",Bukit Batok,6,52
"1.34600053317682,103.745834636253",Bukit Batok,3,47
"1.2890578915448,103.827513018252",Tiong Bahru,12,22
"1.28820018880462,103.808369387433",Queenstown,3,31
"1.28508446478781,103.830493625033",Tiong Bahru,4,20
"1.28400391666539,103.831529775519",Tiong Bahru,4,23
"1.27790984713898,103.822535843622",Tiong Bahru,7,32
"1.28674297484294,103.812631265734",Redhill,3,24
"1.28741599108929,103.81947477092",Redhill,6,22
"1.38146636369732,103.769766736479",Bangkit,45,58
"1.38101722786729,103.769595216738",Bangkit,30,57
"1.38959118621,103.76744702208",Segar,32,61
"1.38917306201936,103.771106197699",Segar,9,62
"1.38743454593269,103.759118571415",Jelapang,52,60
"1.38304692504441,103.770464361596",Fajar,8,56
"1.3822721120316,103.769884718367",Fajar,9,61
"1.38092147169303,103.770840739111",Bangkit,23,56
"1.38454226730659,103.767683903715",Fajar,11,62
"1.27521197962545,103.842708898883",Tanjong Pagar,13,16
"1.37575014356152,103.741751767068",South View,18,64
"1.38009306194055,103.743465436354",South View,5,55
"1.38105979818198,103.741260167797",South View,6,53
"1.37647656461683,103.737135249373",South View,9,61
"1.37519738080978,103.741426402066",South View,22,65
"1.37587750919484,103.739113762764",South View,29,64
"1.37573636567496,103.73958458863",South View,27,66
"1.40251053782999,103.745291162637",Yew Tee,8,56
"1.38038258134348,103.746190535886",South View,6,53
"1.39061452032511,103.747155528207",Choa Chu Kang,5,59
"1.39846759912749,103.744645761889",Yew Tee,2,49
"1.39839626401986,103.749200958426",Yew Tee,7,55
"1.37841061448898,103.757251128701",Phoenix,5,54
"1.38194642527068,103.751888178683",Keat Hong,11,51
"1.38082768721762,103.752476579633",Keat Hong,3,54
"1.40411744569373,103.748355036188",Yew Tee,11,56
"1.38933738267797,103.740876076316",Choa Chu Kang,12,60
"1.39566918442117,103.745726064367",Yew Tee,2,49
"1.38079125656246,103.749226658966",Keat Hong,9,57
"1.37893713397214,103.73503881658",South View,14,64
"1.3140162229847,103.761827364842",Clementi,9,35
"1.31196690928044,103.7641271807",Clementi,8,34
"1.3209205726035,103.764859212465",Clementi,16,39
"1.3042359278296,103.767853404027",Clementi,8,45
"1.32130121230561,103.885672031668",Aljunied,13,30
"1.32817782362465,103.886478352658",Mattar,5,33
"1.3148464110566,103.895864993673",Paya Lebar,8,32
"1.31690013947225,103.88032810469",Aljunied,10,24
"1.33002586987709,103.900995405582",Ubi,11,33
"1.32968232343152,103.885407993595",Mattar,8,32
"1.3528899770961,103.886657257578",Kovan,12,53
"1.36711104918375,103.898249972495",Hougang,8,52
"1.37511919152466,103.890726071611",Hougang,7,48
"1.37118463235158,103.884254617112",Hougang,12,57
"1.37170343504638,103.879938978668",Kovan,9,57
"1.37448362419622,103.882442196131",Hougang,9,56
"1.37408160936175,103.893976658926",Hougang,5,47
"1.37746143213216,103.891272654803",Buangkok,7,51
"1.36346009799329,103.893576325679",Hougang,18,53
"1.36412337735229,103.894090730991",Hougang,7,55
"1.37912886060976,103.890377946027",Buangkok,8,58
"1.37843343810997,103.888023147529",Buangkok,7,59
"1.36485740076853,103.890728400886",Hougang,10,52
"1.33843639958331,103.742666850845",Jurong East,5,40
"1.34417454623856,103.739875551045",Chinese Garden,2,51
"1.34412713353467,103.741112407318",Chinese Garden,2,51
"1.32076543342048,103.748258626828",Jurong East,2,55
"1.32158737897173,103.740986913838",Jurong East,7,58
"1.34875786021291,103.730708675043",Chinese Garden,9,50
"1.34561976984928,103.711613047955",Boon Lay,35,54
"1.34625797211644,103.715154716629",Lakeside,27,54
"1.34764592847862,103.7129331836",Lakeside,23,49
"1.34973033190253,103.717144967862",Lakeside,11,51
"1.35104299843383,103.715983002516",Lakeside,6,52
"1.34366944653227,103.698298346243",Pioneer,3,58
"1.34720275740571,103.724501217493",Lakeside,2,45
"1.35032904500392,103.720911817526",Lakeside,5,48
"1.33638400961294,103.703382722652",Boon Lay,9,48
"1.34300945708877,103.697479925355",Pioneer,8,51
"1.34670684288851,103.694264908975",Pioneer,5,59
"1.34223795658444,103.688737672784",Pioneer,6,56
"1.34253778939404,103.691438130951",Pioneer,3,52
"1.32707670709847,103.720708632369",Lakeside,9,54
"1.34360788485586,103.713869400316",Lakeside,10,48
"1.35219891849799,103.704379929183",Boon Lay,4,62
"1.34066465502993,103.696345743929",Pioneer,5,47
"1.34279328774637,103.698397020217",Pioneer,9,50
"1.34640004716841,103.69413936089",Pioneer,7,57
"1.34619009117105,103.693228518914",Pioneer,6,58
"1.34302581757333,103.706879606888",Boon Lay,7,47
"1.35409792704061,103.725324736878",Lakeside,7,59
"1.31391658721965,103.852209769739",Farrer Park,13,31
"1.32130398839445,103.858272728064",Boon Keng,8,36
"1.31979508625986,103.860435814245",Boon Keng,14,31
"1.37030619298608,103.95772686444",Pasir Ris,7,54
"1.37162618163211,103.9501138634",Pasir Ris,31,41
"1.3737441529967,103.959755840195",Pasir Ris,12,55
"1.36893288711175,103.957951722203",Pasir Ris,3,54
"1.36408380360326,103.960249459181",Tampines East,5,62
"1.36598903322534,103.959675291333",Tampines East,5,58
"1.37414415644548,103.942957213353",Pasir Ris,8,48
"1.40538341177792,103.912960755392",Oasis,37,61
"1.40024347718059,103.91708004",Kadaloor,67,57
"1.40870088870466,103.901326604714",Sumang,73,54
"1.40534285786675,103.913933278721",Oasis,29,61
"1.40374587144445,103.909882888515",Damai,9,60
"1.40451590916739,103.895664857315",Soo Teck,44,59
"1.4045590871809,103.897504894239",Soo Teck,16,53
"1.40374540391316,103.900318866448",Punggol,18,49
"1.4005984856905,103.898920189353",Soo Teck,15,54
"1.3973593328472,103.910118764409",Meridian,10,62
"1.40204057235273,103.914141095483",Oasis,19,56
"1.30252574694853,103.783273166817",one-north,4,36
"1.31228409003273,103.78840388918",Buona Vista,9,33
"1.3075559256341,103.794443576453",Holland Village,26,31
"1.31419089884465,103.782719704956",Dover,31,37
